user_id,movie_id,rating
662,6,5
854,606,4
53,1087,4
459,222,4
927,155,4
553,186,3
269,142,1
458,208,4
390,124,4
301,651,5
263,135,5
58,654,5
342,188,3
640,578,3
21,244,4
218,56,3
363,288,4
474,289,3
119,597,4
60,492,5
236,179,1
896,542,3
463,127,5
174,953,5
268,241,3
295,843,4
272,187,5
608,1113,3
42,660,3
535,265,3
833,7,3
189,166,4
75,952,5
834,347,4
884,582,5
238,815,2
774,515,2
141,284,5
914,197,4
523,934,4
399,276,3
871,345,3
905,237,3
610,95,2
862,969,5
663,319,1
910,273,3
922,276,3
910,23,4
207,597,3
25,173,4
264,721,5
472,378,4
320,51,5
263,162,5
141,1,3
271,1266,2
506,209,4
880,41,1
246,616,5
494,127,5
15,282,3
655,639,3
331,503,4
800,50,4
876,289,3
145,738,3
691,1,5
806,521,3
458,285,4
936,1129,5
135,554,3
825,827,4
181,1280,1
886,549,3
315,204,5
13,659,3
932,435,4
894,1462,3
890,258,3
92,531,4
566,136,4
796,709,3
535,655,4
907,496,4
95,586,2
256,92,1
487,87,5
450,761,4
839,276,3
561,715,3
896,880,4
244,53,3
449,1372,4
417,125,5
592,183,5
717,286,3
903,302,4
834,284,4
582,293,5
536,94,4
896,1406,3
936,904,5
715,101,3
141,257,3
213,690,3
561,215,3
796,1299,2
883,496,2
322,50,5
327,792,4
497,385,3
181,870,2
429,210,4
264,100,5
328,132,5
428,875,4
262,72,3
77,100,3
89,275,5
275,393,3
805,5,4
495,386,3
59,513,4
737,156,5
727,408,4
838,1,5
658,923,3
608,448,5
660,1411,2
210,662,2
883,665,4
457,4,4
551,272,5
607,475,4
342,42,3
354,174,4
537,713,3
398,610,4
729,362,4
747,604,5
716,946,2
195,841,2
795,95,4
100,885,2
232,461,5
523,407,4
682,654,4
773,1252,4
330,71,5
712,388,3
214,285,5
339,226,2
899,455,3
878,1092,3
450,395,3
245,258,4
280,1459,4
627,526,4
889,642,3
393,384,3
406,427,4
907,928,5
648,475,1
655,224,3
13,890,1
505,471,4
251,427,4
62,1118,3
569,126,5
225,1203,5
279,288,3
478,68,1
363,328,3
360,963,5
869,756,1
535,1474,4
758,129,4
843,144,3
464,515,5
928,1025,5
551,479,3
456,1547,4
79,275,4
70,8,4
291,975,2
378,273,4
682,763,4
840,176,3
435,184,5
38,79,3
188,54,4
848,638,5
350,654,5
882,172,5
270,441,5
674,742,5
551,356,4
895,117,3
308,578,2
839,121,3
159,220,5
294,50,5
101,597,3
110,94,4
222,449,4
491,100,5
341,292,5
842,1395,4
892,613,5
806,195,3
44,222,4
788,1303,3
59,121,4
137,96,5
20,148,5
463,813,4
932,515,4
741,399,2
694,630,3
297,148,3
332,174,5
929,50,4
655,13,3
94,1046,2
711,652,4
659,609,4
860,678,3
95,403,1
880,174,4
642,1053,3
758,1292,1
232,302,5
726,323,3
425,363,1
492,657,3
293,549,3
746,684,4
776,444,2
882,455,3
504,423,4
878,496,5
504,716,4
934,228,4
503,423,5
312,432,5
72,628,4
835,357,5
669,329,1
189,492,3
328,149,2
41,96,4
201,1073,2
21,473,3
351,879,5
263,622,4
716,96,2
582,93,5
714,284,3
348,276,3
523,792,4
844,300,3
724,1591,1
838,187,3
486,1272,3
7,543,3
128,490,5
322,23,5
313,333,4
352,82,3
658,96,4
251,183,5
299,511,4
11,423,5
915,305,2
451,306,2
199,508,4
276,569,4
370,209,5
207,239,3
883,919,4
234,69,4
876,19,5
42,433,2
881,96,3
158,177,4
286,340,4
130,268,4
30,319,4
846,143,5
393,278,4
642,102,5
21,760,1
932,503,4
244,17,2
215,168,5
641,434,4
883,873,3
932,191,4
326,199,5
413,276,4
402,118,4
537,614,3
655,726,2
659,170,3
387,774,3
83,832,3
854,421,3
23,59,4
253,705,5
867,273,3
247,258,5
392,333,4
3,328,5
460,311,5
354,1119,4
548,295,5
222,157,4
64,265,4
327,650,4
804,419,3
409,9,4
313,465,3
297,137,5
540,473,3
458,588,5
890,193,4
847,151,4
771,762,2
495,167,4
227,294,3
184,665,2
661,230,4
43,742,5
804,367,3
487,258,5
484,778,5
697,270,5
385,111,2
311,68,1
54,328,4
681,1394,5
727,250,5
334,433,5
821,180,5
749,748,3
92,546,2
896,872,3
339,73,3
861,584,5
339,65,4
300,1094,5
458,519,4
552,1152,3
329,303,4
311,179,2
588,1219,2
38,451,5
417,541,2
157,740,2
698,195,4
632,845,4
831,316,3
559,1556,3
746,121,3
328,204,3
321,89,3
592,297,5
622,484,3
705,373,3
639,215,1
532,136,5
405,808,1
102,95,4
327,497,4
593,181,4
606,951,2
145,1025,4
448,268,3
588,178,5
311,8,4
45,100,5
617,185,5
666,474,5
632,357,4
312,653,5
519,879,5
291,427,4
458,293,5
221,1250,2
287,181,3
676,895,1
474,258,4
383,474,5
755,264,2
339,222,4
201,334,4
653,728,2
399,318,5
573,685,3
117,411,3
843,627,2
312,131,5
880,380,3
627,197,5
823,423,5
388,237,5
607,137,4
693,56,4
733,1338,4
686,12,5
405,364,1
407,234,3
504,1522,3
561,497,4
474,42,4
144,165,4
385,557,2
183,222,4
579,286,4
686,603,5
921,1047,1
887,1028,5
214,11,5
399,824,2
894,874,4
618,193,4
715,1045,2
57,1047,4
847,716,3
621,263,1
305,856,5
880,194,5
405,715,1
271,429,4
405,228,1
174,168,1
328,503,3
379,317,5
830,176,3
426,483,5
527,466,2
118,511,5
757,358,3
863,906,4
543,700,2
437,1227,3
561,178,4
894,310,3
435,273,5
796,199,3
393,126,4
197,895,3
782,681,3
479,265,4
496,191,5
809,328,5
618,423,5
663,313,5
516,204,4
62,290,3
13,96,4
126,752,3
250,9,2
347,123,3
901,118,3
796,378,4
593,9,3
144,1101,4
7,181,3
539,155,4
828,26,3
399,403,3
463,319,1
243,280,1
151,64,5
87,25,4
622,581,4
617,201,1
899,157,4
766,507,3
521,475,3
474,186,4
645,488,4
922,56,1
457,284,3
643,55,4
860,1059,1
380,708,3
553,111,4
125,657,3
617,396,1
18,276,5
98,173,1
717,289,4
707,220,2
796,100,3
902,302,3
878,485,3
790,559,3
189,118,1
492,483,2
261,596,2
327,201,5
595,246,4
666,483,5
28,100,5
18,856,5
416,14,4
241,332,3
634,290,3
566,1028,2
627,157,4
268,385,3
796,117,5
293,14,3
486,300,4
62,306,4
10,385,4
482,321,3
185,287,5
121,315,4
886,789,3
188,234,4
663,282,3
545,142,3
301,138,2
16,476,3
933,679,1
663,475,4
833,357,4
716,86,5
537,501,3
363,428,5
450,526,4
20,144,2
354,533,5
561,200,4
766,527,5
658,171,4
629,56,5
216,147,4
538,12,4
535,221,3
532,1011,5
922,747,3
807,181,5
682,151,5
518,284,4
128,468,1
176,286,2
405,578,1
194,432,4
361,770,3
1,36,2
804,49,2
606,239,4
704,1296,4
276,11,5
2,100,5
186,595,3
659,659,3
757,472,3
383,340,5
543,194,3
758,135,5
348,288,5
300,257,4
690,194,4
374,252,3
642,28,5
593,140,4
804,199,5
64,651,4
561,135,4
480,1388,4
407,1041,3
890,452,2
286,379,5
18,188,3
912,427,5
429,686,2
622,230,3
437,197,5
619,33,3
718,222,4
421,79,4
429,697,3
802,200,4
295,133,4
650,205,4
476,1037,1
308,19,3
802,760,3
666,479,4
896,527,4
392,172,5
339,657,4
493,271,1
406,660,3
292,484,5
864,69,5
279,152,5
932,521,5
380,151,4
87,775,2
313,502,3
363,705,2
18,732,3
847,222,5
13,816,1
316,292,4
432,628,5
8,241,4
13,308,3
64,898,2
344,70,3
64,650,3
535,1396,4
833,4,3
193,38,3
814,441,2
417,17,4
330,763,5
479,195,4
119,226,3
232,204,4
907,1244,5
331,454,3
643,255,4
178,246,4
465,615,3
822,235,3
695,991,5
727,1217,3
749,470,5
456,186,4
933,239,3
294,354,3
326,444,4
588,83,5
757,559,4
704,14,3
435,628,5
457,584,4
291,124,5
832,678,2
551,596,5
716,200,4
659,506,3
152,80,5
198,185,3
586,928,3
535,132,5
854,147,3
320,385,4
615,259,1
862,977,4
201,1428,4
435,318,5
650,561,3
454,956,2
267,665,4
707,1211,4
238,255,3
919,255,4
654,546,4
514,243,2
639,111,2
316,707,4
763,941,3
330,97,5
552,1620,3
694,185,4
43,692,5
92,252,4
102,200,3
232,508,1
504,729,5
222,357,4
851,10,3
556,132,5
201,773,4
363,237,2
328,11,3
711,51,4
37,665,3
664,657,5
82,834,1
912,498,5
189,194,5
537,99,2
239,14,5
737,180,4
890,210,4
422,117,2
452,7,5
339,55,3
864,225,3
620,625,3
627,125,2
44,96,4
389,496,4
896,161,3
158,825,4
346,541,3
847,732,4
169,127,4
655,344,4
174,905,3
405,851,1
394,172,4
765,14,5
301,385,3
23,143,3
313,674,2
58,111,4
276,686,3
67,1047,3
452,259,2
882,473,3
435,693,3
437,189,2
303,705,5
771,694,3
927,1284,4
548,17,3
239,497,4
342,535,3
838,127,5
275,826,2
168,126,5
653,550,3
301,719,4
456,864,4
796,785,5
532,96,5
96,181,5
286,423,4
586,222,3
312,430,5
26,148,3
886,663,4
768,762,1
116,916,2
363,70,2
880,719,3
70,408,4
305,49,3
864,228,5
249,117,4
904,97,4
575,111,1
761,864,4
830,612,4
64,392,3
851,204,4
642,38,4
59,202,4
523,1047,5
652,748,3
758,38,3
642,542,5
278,245,3
935,120,3
896,299,1
699,13,4
727,198,4
26,685,3
308,487,4
716,663,5
193,300,4
5,434,5
298,284,4
903,409,4
201,800,2
141,831,2
132,286,3
655,211,3
450,1184,1
887,8,4
487,779,2
422,665,5
435,786,4
18,949,3
894,111,3
38,133,2
875,651,5
655,537,3
308,117,3
649,1244,3
334,629,4
299,244,2
595,678,1
354,222,3
917,696,5
317,331,4
406,420,4
625,855,4
561,12,5
13,153,4
295,229,4
374,405,4
471,1219,4
23,522,4
437,79,4
73,187,5
774,8,1
862,544,5
738,71,3
40,880,3
303,291,3
647,568,4
62,298,4
436,239,3
429,72,2
408,347,3
456,423,3
276,347,4
540,274,4
109,164,5
376,514,4
402,50,4
747,481,5
387,474,5
339,178,5
52,95,4
99,508,4
489,358,5
313,215,4
577,566,4
756,568,3
5,69,1
350,181,4
389,1518,2
144,198,4
629,684,5
234,634,4
450,832,2
109,715,2
456,603,5
913,186,3
392,23,5
481,648,5
486,1082,2
234,50,4
308,1047,3
198,25,2
665,69,5
573,523,4
354,268,4
456,209,3
460,124,4
665,143,4
833,1386,4
542,94,3
599,276,2
190,326,4
464,479,4
270,60,5
577,468,3
399,540,2
378,110,3
60,1021,5
705,827,4
301,284,4
26,284,3
536,95,5
595,369,3
38,742,5
846,755,3
532,588,5
399,486,3
907,828,5
907,471,5
830,566,3
561,506,3
712,755,4
568,493,3
354,131,3
280,1041,5
601,406,2
279,31,3
268,477,3
405,791,1
664,764,4
234,466,4
6,204,3
90,530,3
894,12,5
76,96,5
541,259,1
373,225,4
470,235,3
383,182,5
828,752,1
498,1070,3
502,892,2
541,501,4
35,322,3
504,972,3
60,7,5
344,845,3
116,640,3
200,245,3
682,298,4
487,349,3
933,7,4
62,271,1
108,127,4
246,743,1
164,293,4
363,546,3
389,173,3
892,73,3
140,322,3
916,1428,3
535,1093,4
915,270,3
505,385,4
756,367,4
60,519,4
716,294,4
764,56,4
835,25,5
60,15,4
325,408,5
328,230,3
468,161,3
707,458,3
366,234,1
327,305,5
314,693,3
458,685,3
536,862,3
558,253,5
464,50,4
244,318,5
848,654,5
7,266,4
234,417,3
312,638,5
373,89,5
131,813,3
447,435,4
246,38,2
117,179,5
251,596,3
308,1045,4
773,239,4
782,750,4
889,58,3
555,326,4
116,331,3
405,450,1
535,519,3
222,368,1
197,586,3
500,143,3
226,507,2
669,168,4
192,1265,3
884,268,4
119,259,4
290,318,4
276,246,4
13,563,1
2,294,1
524,693,5
526,294,3
269,498,4
940,289,3
181,591,4
831,284,3
666,480,4
796,29,3
194,281,2
345,118,3
721,263,3
196,393,4
416,840,4
276,89,5
554,1028,3
116,127,5
468,192,4
325,768,3
308,223,4
305,202,3
151,86,5
111,307,2
606,747,4
819,182,4
66,475,2
551,121,5
854,1016,2
325,168,3
291,460,5
450,200,3
344,95,4
862,98,5
661,498,5
486,222,3
798,321,3
119,1265,3
330,443,4
792,471,4
499,427,5
916,550,2
561,405,2
200,363,3
782,1302,3
263,1451,4
320,1291,3
675,321,2
38,550,2
681,539,4
406,195,5
28,143,4
276,25,4
54,475,5
521,8,3
623,642,3
843,56,3
588,821,4
145,120,2
655,1233,3
354,275,4
484,24,1
262,427,4
478,412,4
794,285,5
405,761,1
805,1119,3
276,293,4
175,111,4
380,302,5
60,403,3
339,546,4
608,939,4
28,184,4
497,216,3
863,342,1
486,336,2
806,197,4
150,127,5
405,1588,1
206,900,1
6,503,3
637,1033,3
721,690,3
129,323,1
686,209,5
637,829,2
545,232,3
13,903,3
622,154,4
567,192,4
331,234,4
561,174,4
164,342,2
882,423,5
623,163,3
822,588,2
942,269,2
901,222,4
796,684,5
222,734,2
168,325,1
497,741,4
259,147,4
889,303,3
788,1,3
115,952,5
870,559,2
664,45,4
561,131,4
22,456,1
751,21,5
94,226,2
790,412,4
593,535,3
405,570,1
677,222,4
586,230,2
18,630,3
545,746,4
447,1,3
636,10,5
435,928,3
778,268,2
23,386,4
523,935,5
222,300,5
560,168,4
474,56,5
145,754,3
428,313,5
198,11,4
3,351,3
538,273,3
640,2,4
324,877,1
299,303,3
533,242,4
301,456,3
130,532,5
303,1110,1
788,436,3
897,222,4
117,33,4
639,740,4
595,324,3
228,327,1
503,529,2
399,496,3
894,531,3
181,743,1
840,503,4
896,661,4
629,132,5
943,73,3
48,191,5
319,338,2
314,476,5
501,151,4
303,209,5
23,408,5
899,133,3
601,325,4
883,66,3
392,258,2
591,740,4
178,232,5
18,4,3
11,517,2
586,849,3
480,209,4
43,778,5
794,24,5
429,4,4
546,17,4
363,17,4
41,318,4
158,149,3
409,661,5
744,9,3
807,385,4
871,190,2
773,393,2
805,659,3
383,1005,3
14,222,4
296,313,5
682,96,4
616,300,4
899,186,4
328,481,3
906,10,4
360,10,5
57,288,4
185,1020,4
350,185,5
554,228,5
561,40,2
417,392,3
56,201,4
114,520,3
379,523,4
709,98,4
774,401,2
472,373,4
311,739,4
268,622,3
417,134,4
641,30,4
450,902,4
846,494,5
870,69,4
786,198,5
460,322,3
183,562,3
561,25,2
178,1157,3
537,455,1
807,624,3
120,117,3
464,286,3
77,153,5
437,200,4
83,892,2
568,427,4
329,651,4
222,280,3
144,742,4
311,196,5
924,195,5
213,154,5
367,436,4
248,249,4
224,51,4
621,41,4
588,162,5
854,735,3
548,23,5
89,732,5
716,204,5
925,5,4
325,172,4
580,825,4
451,875,2
727,526,4
332,597,5
365,235,2
763,12,5
757,1,4
487,790,3
411,56,4
435,40,3
401,69,3
254,967,3
676,173,5
894,285,4
92,81,3
54,1016,4
169,50,5
593,183,4
11,168,3
407,97,4
655,58,3
489,334,4
43,286,4
923,825,4
854,283,3
409,877,2
707,692,4
99,328,4
682,71,5
870,690,2
524,79,4
934,630,4
287,1067,2
850,97,5
322,127,4
631,289,4
545,22,3
527,615,4
406,157,3
866,347,4
847,133,3
885,100,3
735,123,3
872,288,5
81,411,2
397,680,1
125,134,5
697,628,4
514,393,3
694,427,4
326,609,3
943,475,5
314,477,3
940,792,2
790,89,4
87,297,3
655,904,5
77,252,1
358,1149,3
230,265,5
870,481,4
169,199,4
735,283,2
343,536,4
134,294,4
664,7,3
5,365,1
758,285,5
239,427,5
246,356,2
608,22,4
66,825,3
100,346,3
932,479,5
361,179,4
474,1016,3
653,474,4
747,235,5
550,301,2
545,230,5
194,1410,2
733,1067,5
470,273,3
393,89,3
621,541,4
889,636,4
761,426,1
369,358,3
496,17,3
194,286,1
526,936,5
89,1119,3
489,1293,5
222,550,3
854,463,3
131,285,5
667,192,5
738,405,2
344,273,4
13,828,1
121,197,4
499,661,3
504,161,4
392,303,4
429,607,3
864,67,4
334,1426,4
551,43,2
488,216,2
293,943,2
875,333,5
407,484,4
280,448,3
487,50,4
486,277,3
262,172,2
673,307,3
938,237,2
30,161,4
786,724,4
207,521,4
229,300,2
308,23,5
776,437,1
342,1010,1
194,450,1
729,751,3
297,582,4
543,810,3
601,290,3
498,237,2
94,174,4
393,627,4
786,1044,4
92,63,3
330,357,4
202,484,4
903,405,4
762,116,1
122,1074,4
638,450,1
344,87,4
165,91,4
425,272,4
416,627,5
195,797,3
166,323,5
758,144,4
178,385,4
279,79,3
475,347,4
574,269,5
610,673,4
551,912,3
837,1009,5
13,758,1
815,659,5
877,584,4
458,193,4
49,590,1
776,218,4
942,615,3
467,340,3
286,824,1
838,111,4
450,151,5
639,512,2
385,942,2
292,486,4
303,410,4
297,57,5
815,7,4
215,195,5
307,739,2
669,192,5
315,79,4
698,131,4
13,423,5
393,394,5
92,715,4
825,1199,4
885,655,3
345,498,4
200,685,4
921,259,4
305,638,5
788,54,4
151,922,4
622,496,4
105,343,2
788,562,3
846,213,3
894,52,4
868,65,2
867,207,5
747,187,5
561,143,1
371,452,2
694,135,5
673,272,5
916,755,2
208,208,4
727,222,3
60,132,4
541,265,5
13,313,4
881,403,3
575,173,5
90,276,4
490,473,2
333,316,5
417,69,3
500,39,4
848,163,5
643,597,2
220,682,4
532,1,5
621,944,5
871,1431,4
345,48,5
396,222,5
774,650,1
862,69,5
527,209,4
244,411,4
181,24,1
642,720,5
686,265,4
933,79,3
468,180,5
409,1097,2
267,684,4
404,750,3
727,751,3
855,170,2
854,64,5
15,938,3
236,207,3
636,235,4
711,488,4
13,895,1
538,275,4
256,819,4
418,333,5
347,245,5
580,3,5
59,483,5
605,1226,4
328,755,3
116,390,4
279,1484,3
622,214,4
416,659,5
62,210,4
655,741,3
709,118,5
504,628,4
314,672,5
222,17,2
181,1282,1
805,725,3
10,180,5
506,1019,5
334,324,4
289,455,4
701,326,4
897,926,4
222,450,3
270,253,5
13,25,1
543,13,3
125,150,1
721,50,5
125,659,4
934,303,4
435,658,3
885,365,3
624,278,4
537,539,1
535,640,3
493,50,5
181,760,1
158,410,3
398,15,5
407,514,4
55,89,5
533,210,5
561,357,3
200,280,4
292,288,3
851,121,4
94,568,3
642,1140,4
58,257,5
886,385,3
710,327,3
397,197,5
83,298,4
721,1295,3
554,328,4
666,1451,3
798,940,1
803,261,1
864,13,4
365,222,4
234,632,2
912,616,3
727,274,5
546,109,5
710,277,4
530,255,4
233,304,5
125,111,3
10,221,4
504,202,3
535,658,4
710,182,4
699,70,4
296,255,2
758,152,5
52,318,5
405,76,3
931,269,3
472,318,5
407,1044,3
234,8,5
456,660,5
495,127,4
362,300,5
881,580,5
454,678,2
7,501,5
504,451,1
222,457,1
585,170,5
926,245,3
582,760,3
533,257,4
615,306,4
518,25,5
44,64,5
464,292,5
577,436,4
472,204,5
394,715,4
118,800,4
269,268,5
176,294,2
207,1436,3
405,549,1
85,179,4
796,1297,2
583,357,5
110,765,3
159,67,1
478,739,4
354,213,5
97,202,5
615,28,4
479,55,4
151,175,5
299,1226,2
592,443,5
18,89,3
557,327,3
234,156,2
468,367,4
862,82,4
727,423,3
241,350,2
169,260,1
693,432,4
105,347,3
738,191,4
13,525,5
587,292,3
334,1011,4
751,99,4
859,15,4
793,628,3
870,31,4
42,566,5
622,519,3
328,521,4
788,492,3
60,96,4
593,223,5
642,944,5
587,327,3
508,629,4
627,1134,1
90,153,5
342,815,4
368,637,2
215,211,4
363,590,3
642,105,5
588,1039,4
655,913,4
586,808,3
104,895,2
498,121,2
150,1,4
727,520,4
486,1120,3
158,62,5
794,181,4
710,313,4
629,392,4
527,479,4
13,793,5
478,350,1
269,518,4
545,328,4
197,554,4
301,387,3
333,894,3
813,300,4
762,475,5
64,214,3
328,637,3
288,178,5
924,471,4
606,1016,3
139,246,4
256,977,4
267,153,5
219,215,5
20,378,3
61,271,1
328,693,2
232,275,2
168,15,5
406,559,3
582,477,4
437,214,4
6,419,4
322,1019,4
738,96,5
865,169,5
679,520,4
21,748,1
293,199,5
346,369,3
83,591,4
429,232,4
291,1090,2
450,231,3
299,531,3
268,139,2
301,597,3
504,97,4
301,155,1
450,795,3
586,550,4
295,513,4
253,117,5
18,603,3
823,202,4
843,195,4
253,566,4
387,551,2
378,396,4
653,83,5
197,678,2
439,895,3
328,447,2
11,300,3
706,237,4
669,257,3
608,1262,5
181,1150,1
175,193,4
5,143,3
908,447,3
533,451,2
85,327,3
790,1118,3
463,1216,3
66,741,4
271,176,3
361,155,3
336,49,4
468,432,5
174,158,2
524,792,4
293,629,3
943,168,2
752,887,1
130,940,3
727,562,2
435,317,2
633,50,4
727,125,4
188,144,3
659,210,5
10,513,4
38,447,5
417,99,4
814,656,3
189,634,3
747,58,3
417,268,4
194,1066,3
378,465,3
109,180,3
110,196,4
213,684,4
334,175,4
297,216,4
361,531,5
329,174,4
435,367,3
428,305,3
845,903,4
374,223,5
561,451,2
174,178,5
745,98,5
772,288,2
648,554,4
648,110,3
423,310,3
88,354,5
